Month,Media,UV,PercentReach
February2018,EXPRESS.CO.UK,759.712063223,1.19615321804615
February2018,Mail Online / Daily Mail,749.511589599,1.18009275258614
February2018,BLOOMBERG.COM,713.09324244,1.12275270856295
February2018,Business Insider,704.941674803,1.10991820937157
February2018,INDIATIMES.IN,692.5421727,1.09039541243222
February2018,Manorama Sites,650.965351013,1.02493344142435
February2018,CNN Network,642.301332787,1.01129209783652
February2018,Scoopwhoop Group Sites,626.418334317,0.986284597427074
February2018,Maharashtra Times,616.088534421,0.970020510037236
February2018,NBC News Digital,596.839066898,0.93971256359549
February2018,DINAMALAR.COM,550.107499065,0.86613453587451
February2018,New York Times Digital,529.155233043,0.833145563287644
February2018,NYTIMES.COM,529.148481562,0.833134933200121
February2018,SAKSHI.COM,522.5387835,0.822728080406928
February2018,DNAINDIA.COM,502.74646835,0.791565429969578
February2018,USA TODAY Network,494.289100784,0.778249454194029
February2018,NEWINDIANEXPRESS.COM,492.34122778,0.775182562571701
February2018,Independent & Evening Standard (ESi Media),492.090597516,0.774787949650128
February2018,SCROLL.IN,466.93381332,0.735179037499808
February2018,LOKSATTA.COM,438.642886584,0.690635473306276
February2018,Patrika Group,435.031642749,0.684949633705337
February2018,Telegraph Media Group,421.818744316,0.664146158618604
February2018,BUZZFEED.COM,416.557194198,0.655861940939005
February2018,AccuWeather Sites,415.81245191,0.654689357367504
February2018,THENEWSMINUTE.COM,386.2421403,0.608131424298925
February2018,ANDHRAJYOTHY.COM,364.426166722,0.573782559428426
February2018,THEQUINT.COM,362.99661496,0.571531755441945
February2018,THEBETTERINDIA.COM,353.7420344,0.556960581895551
February2018,Atlantic Media,353.618062332,0.556765390065298
February2018,ANANDABAZAR.COM,349.342853196,0.550034148831413
February2018,HUFFINGTONPOST.COM,344.24187653,0.542002751214362
February2018,The Sun Online,343.673551162,0.541107932965792
February2018,TELEGRAPHINDIA.COM,333.174012355,0.52457659466018
February2018,MATHRUBHUMI.COM,332.461230423,0.523454332104404
February2018,THEWIRE.IN,330.3936799,0.520199010343331
February2018,VIKATAN.COM,320.533712078,0.504674665251216
February2018,TIME.COM,320.099961988,0.503991733399666
February2018,DAILYHUNT.IN,312.889418635,0.492638860313826
February2018,THETYPICALINDIAN.IN,305.5063348,0.481014325288183
February2018,HUFFINGTONPOST.IN,297.820018795,0.46891235656954
February2018,Mirror Online,290.484394275,0.457362545396671
February2018,DIVYABHASKAR.CO.IN,269.296106709,0.424001961059709
February2018,WASHINGTONPOST.COM,252.757048148,0.39796150563076
February2018,CBS News,251.412591775,0.395844682830469
February2018,QZ.COM,251.356121604,0.39575577154416
February2018,TRIBUNEINDIA.COM,240.150983205,0.378113479150177
February2018,GREATANDHRA.COM,236.62297712,0.37255869591565
February2018,Punjab Kesari Group,229.052683978,0.360639403144465
February2018,TUPAKI.COM,227.8038919,0.358673202086089
February2018,GULFNEWS.COM,225.9404105,0.355739183552905
February2018,LOKMAT.COM,223.891980699,0.352513967030723
February2018,FREEPRESSJOURNAL.IN,222.936806748,0.35101006252454
February2018,National Geographic Sites,221.147393196,0.348192662509119
February2018,tronc,219.007030515,0.344822699291999
February2018,OUTLOOKINDIA.COM,217.7202394,0.342796669421379
February2018,Mashable,211.817857863,0.333503473997224
February2018,DAILYTHANTHI.COM,207.4588182,0.326640243080016
February2018,NYPost Network,201.818021629,0.317758908562145
February2018,USNews,193.43175596,0.304554881466922
February2018,HPE.COM,189.4881822,0.298345794271947
February2018,Mumbai Mirror,184.52358951,0.290529130814954
February2018,REPUBLICWORLD.COM,182.2605845,0.286966069418137
February2018,DIFFERENCEBETWEEN.NET,180.2239863,0.283759481542643
February2018,ASIANETNEWS.COM,178.462593537,0.280986199764324
February2018,Weather Company The,177.675269354,0.279746571751646
February2018,MID-DAY.COM,172.214683833,0.271148976347341
February2018,Aljazeera Media Network,170.1815259,0.267947805111444
February2018,ALJAZEERA.COM,169.5944579,0.267023476920007
February2018,DINAKARAN.COM,169.060313303,0.26618247569134
February2018,MAALAIMALAR.COM,166.8266577,0.262665624417187
February2018,KHALEEJTIMES.COM,165.3430752,0.260329749988547
February2018,ESAKAL.COM,163.901423124,0.258059894271508
February2018,DINAMANI.COM,155.278439348,0.244483158700054
February2018,Fox News Digital Network,153.342535928,0.24143511297621
February2018,ALLINDIAROUNDUP.COM,147.881984,0.232837570463491
February2018,FOXNEWS.COM,147.020237166,0.231480765301997
February2018,NTNEWS.COM,141.313122,0.222495013328269
February2018,Deccan Herald,136.6392433,0.215136073911085
February2018,STORYPICK.COM,132.8856481,0.209226104601561
February2018,THINKUR.COM,131.3161683,0.206754986392033
February2018,ADVOCATEKHOJ.COM,129.296407,0.203574907918051
February2018,Wittyfeed Sites,128.929723136,0.202997570654156
February2018,The Economist Group,127.086798299,0.200095918066144
February2018,NEWSTREND.NEWS,126.037684,0.198444106142133
February2018,Graham Holdings,124.354838642,0.19579449586491
February2018,DAILYPIONEER.COM,123.3052582,0.194141950006983
February2018,DAILYSTAR.CO.UK,121.000129601,0.190512565763686
February2018,EENADUINDIA.COM,120.451650732,0.189648995477068
February2018,IN.COM*,114.498627402,0.180276065444768
February2018,LIPSUM.COM,114.1712397,0.179760599293507
February2018,ODISHATV.IN,112.7841746,0.177576689805529
February2018,NARENDRAMODI.IN,109.8201149,0.172909830188222
February2018,DIFFERENCEBETWEEN.COM,108.2783216,0.170482303883673
February2018,VCCIRCLE.COM,108.235840683,0.170415418430572
February2018,SKYMETWEATHER.COM,102.2242307,0.160950244748457
February2018,INDIAWATERPORTAL.ORG,101.0208302,0.15905551192749
February2018,PrabhatKhabar,99.2620696,0.156286374443299
February2018,New York Media,98.665568329,0.155347193733375
February2018,MENTALFLOSS.COM,98.41271059,0.154949073691777
February2018,TOPYAPS.COM,97.3481516,0.153272944374722
February2018,KIRANNEWSAGENCY.COM,95.8841071,0.15096783218181
February2018,Australian Broadcasting Corp.,92.3077447,0.14533691278386
February2018,YOUTHKIAWAAZ.COM,90.6401863,0.14271137155186
February2018,MYNETA.INFO,90.1454312,0.141932388390135
February2018,VOX.COM,89.669527059,0.141183085730225
February2018,THEFAMOUSPEOPLE.COM,88.0669168,0.138659804198478
February2018,NPR,87.374610242,0.137569779757227
February2018,ASIANAGE.COM,86.497959015,0.136189507892342
February2018,Postmedia Network Canada Corp.,86.35931791,0.135971219922561
February2018,FORBESINDIA.COM,84.280137535,0.132697587165035
February2018,DOWNTOEARTH.ORG.IN,82.94645,0.13059771970987
February2018,TAMILDAILYCALENDAR.COM,76.9224926,0.121113105237889
February2018,Epoch Digital Network,75.215695962,0.118425784093569
February2018,TRIBUNE.COM.PK,75.1522291,0.118325856640926
February2018,SANDESH.COM,75.074413406,0.118203337205868
February2018,EPAPERLOKMAT.IN,74.0652479,0.116614423950467
February2018,NYPOST.COM,73.678159565,0.116004960207567
February2018,ELITEDAILY.COM,73.210572514,0.115268752658884
February2018,CHANDIGARHMETRO.COM,72.2603399,0.113772628200485
February2018,PRESSREADER.COM,71.7506857,0.112970186669105
February2018,SCMP.COM,71.337806007,0.112320114888814
February2018,NS7.TV,71.0069907,0.111799252034052
February2018,CBC-Radio Canada Sites,70.738284453,0.111376178796681
February2018,THELOGICALINDIAN.COM,70.4442661,0.110913252095723
February2018,NEWSX.COM,69.322004,0.109146270251692
February2018,EPW.IN,69.2769786,0.109075378555073
February2018,SPH Digital News,66.979392809,0.105457870329677
February2018,Adweek,65.95545921,0.103845704972827
February2018,VALAITAMIL.COM,64.9080955,0.10219664932026
February2018,AP2TG.COM,64.6057135,0.101720554204901
February2018,UNIINDIA.COM,63.733195773,0.10034679046272
February2018,POSTCARD.NEWS,63.4283341,0.0998667911460438
February2018,ALLEVENTS.IN,61.5989594,0.096986473009283
February2018,NEWSWEEK.COM,61.312508873,0.096535461716625
February2018,V6NEWS.TV,60.3910566,0.0950846513965296
February2018,GETFORMSONLINE.COM,60.2238897,0.0948214500666237
February2018,THEDIPLOMAT.COM,59.8423154,0.0942206680743879
February2018,CORPORATELAWREPORTER.COM,58.6666832,0.0923696559510541
February2018,OPINDIA.COM,57.644229594,0.0907598208170281
February2018,MYPETROLPRICE.COM,57.5225011,0.0905681614543897
February2018,CHAIBISKET.COM,56.9980267,0.0897423857800094
February2018,CHRONICLE.COM,56.8765756,0.089551163169322
February2018,New Yorker,55.717191415,0.0877257332584737
February2018,NEWYORKER.COM,55.717191415,0.0877257332584737
February2018,NEWSHUNT.COM,55.5491835,0.0874612077653126
February2018,DRUGSUPDATE.COM,52.6757203,0.0829369907362508
February2018,DAILYEXCELSIOR.COM,52.1570748,0.0821203925619132
February2018,NYOOOZ.COM,51.464744184,0.0810303302417665
February2018,GEOURDU.COM,51.4309535,0.0809771274069516
February2018,DW - Deutsche Welle,51.2631347,0.080712899672016
February2018,SILICONINDIA.COM,51.202647164,0.0806176631155091
February2018,Globe And Mail,51.011388478,0.0803165296942921
February2018,POLIMERNEWS.COM,49.8078464,0.0784215739612658
February2018,MIDCINDIA.ORG,49.6392074,0.0781560548359247
February2018,KANNADAPRABHA.COM,49.402975907,0.0777841125248377
February2018,UDAYAVANI.COM,49.0075463,0.077161515596579
February2018,LENTA.RU,47.9246366,0.0754564934109194
February2018,INDIAPRESS.ORG,47.8999994,0.0754177025749037
February2018,SANGBADPRATIDIN.IN,47.5527248,0.0748709248541796
February2018,INDIANMIRROR.COM,47.5339935,0.0748414327533459
February2018,Digital First Media,46.655817423,0.0734587600390831
February2018,INDIARETAILING.COM,46.5837344,0.0733452665932082
February2018,SMITHSONIANMAG.COM,46.531213352,0.0732625731312749
February2018,ANINEWS.IN,46.4995305,0.0732126890406947
February2018,MediaCorp Network,46.476275976,0.0731760752036066
February2018,NYDAILYNEWS.COM,46.32495293,0.072937819741834
February2018,GREATERKASHMIR.COM,46.3147191,0.0729217067573494
February2018,Russia Today,46.187117457,0.0727208002253998
February2018,LEGALLYINDIA.COM,46.0952593,0.0725761711805045
February2018,ULTRASURFING.COM,45.5347201,0.0716936121158551
February2018,Torstar Digital,44.399086886,0.0699055776891232
February2018,Sun-Times Media / CRWN ( Chicago Region-Wide Network ),44.199945949,0.0695920338030005
February2018,WorldNews Network,43.9500024,0.0691985021020586
February2018,SWARAJYAMAG.COM,43.6565661,0.0687364918332635
February2018,BARTAMANPATRIKA.COM,43.0512911,0.0677834970420772
February2018,CAMPAIGNINDIA.IN,43.0425586,0.0677697478751464
February2018,PUBLICTV.IN,42.9989296,0.0677010547856504
February2018,Independent News & Media,42.895324238,0.0675379299740772
February2018,MYNEWSWIRE.CO,42.6016173,0.0670754935905338
February2018,TIMESALERT.COM,42.5752906,0.0670340426666246
February2018,HARIBHOOMI.COM,42.5492919,0.0669931081729191
February2018,CITIZENMATTERS.IN,42.4627083,0.0668567838248093
February2018,SMH.COM.AU,42.080122863,0.0662544098152356
February2018,Voice Of America,41.754888404,0.0657423339070265
February2018,BUZZLE.COM,41.6799624,0.0656243642378077
February2018,AHREFS.COM,41.3174408,0.0650535803850259
February2018,GUJARATSAMACHAR.COM,40.9948383,0.0645456484497507
February2018,SUNNEWSLIVE.IN,40.5207626,0.0637992246378834
February2018,LARAZONSANLUIS.COM,40.0800533,0.063105335633171
February2018,THENATIONAL.AE,40.0699876,0.0630894873664002
February2018,THESTATESMAN.COM,39.55347128,0.0622762415483462
February2018,ISIXSIGMA.COM,39.0951723,0.0615546579033154
February2018,MANGALAM.COM,38.8579324,0.0611811278732274
February2018,DEZEEN.COM,38.3175123,0.0603302459759867
February2018,DAIJIWORLD.COM,38.2499942,0.0602239399207047
February2018,AKSHAYAPATRA.ORG,38.1494963,0.060065707753136
February2018,SUMANASA.COM,37.6649813,0.0593028474479002
February2018,STUFF.CO.NZ,37.535946639,0.0590996846544336
February2018,ANDHRAWISHESH.COM,37.3174224,0.0587556221018502
February2018,IRISHTIMES.COM,37.257548512,0.058661351723275
February2018,SUCCESS.COM,37.231685623,0.058620631061589
February2018,DEKHNEWS.COM,36.6883918,0.0577652245382687
February2018,Tribune Media,36.051962445,0.0567631777656893
February2018,CARAVANMAGAZINE.IN,35.805926546,0.0563757985906171
February2018,BESTMEDIAINFO.COM,35.762522894,0.0563074603075648
February2018,NEWS24.COM,35.7621816,0.0563069229461931
February2018,DEEPIKA.COM,35.7029256,0.0562136254213547
February2018,SAMBADEPAPER.COM,34.7400591,0.0546976091327128
February2018,Rogers Digital Media Publishing,34.687152657,0.0546143088731627
February2018,INFOISINFO.CO.IN,34.673768,0.0545932349672475
February2018,MARINEINSIGHT.COM,34.4452933,0.0542335055896623
February2018,EPAPERVIJAYAVANI.IN,34.175877961,0.0538093158994675
February2018,DAILYDOT.COM,34.081672572,0.0536609911792681
February2018,Flipboard,33.8989217,0.0533732531608455
February2018,KOLKATA24X7.COM,33.7124251,0.0530796175598808
February2018,TAXINDIAONLINE.COM,33.634119578,0.0529563268992932
February2018,NEWS24ONLINE.COM,33.5800058,0.0528711257121215
February2018,NEWSONAIR.COM,32.853891,0.051727870791295
February2018,AJITJALANDHAR.COM,32.5807867,0.0512978728971963
February2018,Nikkei,32.518029072,0.0511990621209521
February2018,THEDAILYBEAST.COM,32.157204208,0.0506309497490179
February2018,KERALAKAUMUDI.COM,32.0009219,0.0503848860168654
February2018,FIRSTTOKNOW.COM,31.9780119,0.0503488146267269
February2018,PROJECTSTODAY.COM,31.8497204,0.0501468219271219
February2018,Zealot Networks,31.7914155,0.0500550218924258
February2018,DESHABHIMANI.COM,31.3116814,0.0492996890297528
February2018,MANCHESTEREVENINGNEWS.CO.UK,30.96229274,0.048749582758918
February2018,TOLIVELUGU.COM,30.7385072,0.0483972363808868
February2018,MADHYAMAM.COM,30.5850283,0.048155586565089
February2018,The Star Online,30.493760692,0.0480118873291582
February2018,PTINEWS.COM,30.4158416,0.0478892050957768
February2018,SAAMANA.COM,29.7721559,0.0468757333362277
February2018,INQUIRER.NET,29.7446817,0.0468324756938469
February2018,NEWSNATION.IN,29.6856025,0.0467394565374842
February2018,Boston Globe Media Sites,29.252826728,0.0460580587324078
February2018,NewsNow Publishing,29.1379962,0.0458772600953367
February2018,TELUGU360.COM,28.9641637,0.0456035638960242
February2018,GateHouse Digital,28.873177463,0.0454603076737606
February2018,Times Online,28.692552111,0.0451759162490161
February2018,Lee Enterprises Incorporated,28.691725433,0.0451746146591141
February2018,JANTAKAREPORTER.COM,28.516147597,0.0448981704591128
February2018,BA-BAMAIL.COM,28.3002977,0.0445583186107479
February2018,BARANDBENCH.COM,28.2009128,0.0444018388420104
February2018,NEWSLAUNDRY.COM,28.0818503,0.044214377039812
February2018,Sky News,27.487006514,0.0432778060107302
February2018,IFLSCIENCE.COM,27.449995208,0.0432195323634905
February2018,TRADEREADER.COM,27.0317942,0.0425610822667694
February2018,TELUGUMIRCHI.COM,27.0141911,0.0425333664968983
February2018,WHICH Sites,26.9204606,0.0423857894810373
February2018,OZY News Magazine,26.476512032,0.0416868003061026
February2018,CTV,26.242596031,0.0413185036962507
February2018,Deseret Digital Media,26.112586556,0.0411138060753679
February2018,CROWDYNEWS.COM,25.8762265,0.0407416613441094
February2018,DESHGUJARAT.COM,25.7981488,0.0406187293852348
February2018,MERINEWS.COM,25.588046315,0.0402879267354966
February2018,MILLENNIUMPOST.IN,25.5354577,0.0402051268905159
February2018,ALTNEWS.IN,25.5204997,0.040181575783851
February2018,UNFCCC.INT,25.5080156,0.0401619197890179
February2018,The Local Europe,25.3264609,0.0398760651222707
February2018,Politico,25.318369381,0.0398633251685971
February2018,KHASKHABAR.COM,25.264198646,0.0397780343036354
February2018,UNIVERSETODAY.COM,25.2318293,0.0397270693403838
February2018,JANAMTV.COM,25.173971,0.039635972469495503
February2018,KAIRALINEWSONLINE.COM,24.6884998,0.0388716066442575
February2018,VAARTHA.COM,24.5379497,0.0386345681723025
February2018,THEHILL.COM,24.326411198,0.0383015045391748
February2018,Sinclair Broadcast Group,24.1250866,0.0379845225173968
February2018,WORLDWEATHERONLINE.COM,24.019374794,0.0378180811469703
February2018,PUNJABKESARI.COM,23.8704689,0.0375836314483062
February2018,SALON.COM,23.6884045,0.0372969742679164
February2018,LAWZONLINE.COM,23.5556959,0.0370880269224195
February2018,RECKONTALK.COM,23.3975326,0.0368390016016036
February2018,PRESSKS.COM,23.3348731,0.0367403453261613
February2018,NZHERALD.CO.NZ,23.224070205,0.0365658881260732
February2018,Ahmedabad Mirror,23.175690083,0.0364897144789492
February2018,REPORTERLIVE.COM,23.157518,0.0364611028553996
February2018,Foreca,23.0709936,0.0363248717166436
February2018,E-PAPERVIEW.COM,22.98096,0.0361831154045016
February2018,Nexstar Broadcast,22.779269264,0.035865556904913
February2018,Bloomberg.com - View,22.681498354,0.0357116183349084
February2018,E-PAPERVIEW.NET,22.4629353,0.0353674946687934
February2018,UPDATEBRO.COM,22.4306388,0.0353166444002815
February2018,ANDHRABHOOMI.NET,22.353204113,0.0351947248540122
February2018,SPH Magazines,22.031282059,0.0346878642689393
February2018,ASSAMTRIBUNE.COM,21.8868895,0.0344605207364738
February2018,THENEWS.COM.PK,21.8379209,0.0343834205411383
February2018,Haaretz,21.8358309,0.0343801298730724
February2018,DEFENCENEWS.IN,21.3967308,0.0336887745253225
February2018,ACTIVEHOSTED.COM,21.3886184,0.0336760016948834
February2018,THESHILLONGTIMES.COM,21.2979586,0.0335332594419075
February2018,EKARMAKSHETRA.COM,21.2511459,0.0334595536730233
February2018,Pelmorex Corp.,21.188214575,0.0333604694139222
February2018,ARABNEWS.COM,21.1477258,0.0332967205531952
February2018,HELLOAP.COM,21.1351339,0.033276894829167
February2018,THEREPORTERTIMES.COM,21.038237,0.0331243323724621
February2018,EPAPER-HUB.COM,20.8366297,0.032806905241381
February2018,JAPANTIMES.CO.JP,20.8127441,0.0327692977862831
February2018,DUBEAT.COM,20.7527898,0.032674900800435
February2018,HOLIDAY-WEATHER.COM,20.725668208,0.032632198333119
February2018,NEWS Corp Australia Sites,20.6961992,0.0325857999007942
February2018,ANDHRAHEADLINES.COM,20.5603015,0.0323718313737045
February2018,RTIINDIA.ORG,20.3009743,0.0319635252800893
February2018,GRAHAKSEVA.COM,20.1575035,0.0317376330408802
February2018,BH Media Group,19.953582019,0.0314165622727104
February2018,NAVATELANGANA.COM,19.8993618,0.0313311934960651
February2018,PRAVASISHABDAM.COM,19.7283695,0.031061969141461
February2018,DIGITALJOURNAL.COM,19.689478943,0.0310007366467316
February2018,Xinhua News Agency,19.4690037,0.030653602272828
February2018,NARADANEWS.COM,19.25625805,0.0303186380065068
February2018,PRAJASAKTI.COM,19.0995884,0.030071964411220502
February2018,INDIAWEST.COM,18.6984168,0.0294403268164547
February2018,Raycom Media Sites,18.609721418,0.0293006775049049
February2018,THEDAILYSTAR.NET,18.6038961,0.0292915056446579
February2018,NEWSROOMPOST.COM,18.2763514,0.0287757923028205
February2018,WEATHER-FORECAST.COM,18.2300733,0.0287029282521889
February2018,WIRALLY.COM,18.1774125,0.0286200147532014
February2018,CAMPAIGNLIVE.CO.UK,17.944216762,0.0282528521847146
February2018,TheJournal.ie News Sites,17.7057799,0.02787743755911
February2018,DECCANREPORT.COM,17.404686328,0.0274033710508689
February2018,ABC Local,17.316764375,0.0272649394896117
February2018,MORUNGEXPRESS.COM,17.2661988,0.0271853248853602
February2018,BESTCURRENTAFFAIRS.COM,17.2453957,0.027152570772039
February2018,THEMIFY.ME,17.2017319,0.027083822890558
February2018,Johnston Press Plc,17.115301672,0.0269477400239518
February2018,DAINIKBHASKAR.COM,17.0772646,0.0268878513262723
February2018,RIGHTLOG.IN,17.053251006,0.0268500423468833
February2018,Newstracklive,16.9752511,0.026727232873287
February2018,IJSER.ORG,16.9647871,0.026710757490205
February2018,Mic,16.812865262,0.0264715592410101
February2018,CNKI.COM.CN,16.7764639,0.0264142459398196
February2018,ISLAMWEB.NET,16.7110309,0.0263112228376401
February2018,DHARITRI.COM,16.6446761,0.0262067483776505
February2018,THECITIZEN.IN,16.5252786,0.0260187591238722
February2018,APMESSENGER.COM,16.0510217,0.025272050015807
February2018,MUBI.COM,15.6230095,0.0245981523706636
February2018,NATION.COM.PK,15.5585116,0.0244966015669092
February2018,Cox Media Group - Newspaper,15.283913495,0.0240642517032363
February2018,SOOPERARTICLES.COM,15.2522952,0.0240144692565118
February2018,FIRKEE.IN,15.172108087,0.0238882160641459
February2018,NAGPURTODAY.IN,15.1345835,0.0238291342650423
February2018,Associated Press,15.0802084,0.0237435216309995
February2018,YR.NO,14.994190575,0.023608088085629
February2018,SEITHIPUNAL.COM,14.9390785,0.0235213150974724
February2018,APLATESTNEWS.COM,14.7507856,0.023224851253901502
February2018,SOUTHLIVE.IN,14.5647301,0.0229319101570917
February2018,NEWKERALA.COM,14.5377238,0.0228893892149923
February2018,NINE.COM.AU,14.225918909,0.0223984579242742
February2018,SUDDIMAHITHI.COM,14.2007624,0.0223588494454151
February2018,AOL.com News,14.15816656,0.0222917830480814
February2018,NEWSEPAPERS.COM,14.0129496,0.02206314151081
February2018,TIMETEMPERATURE.COM,13.9948637,0.0220346655808709
February2018,TV5NEWS.IN,13.9360212,0.0219420191044752
February2018,LIVEINDIA.LIVE,13.9017347,0.0218880356161303
February2018,GUJARATINFORMATION.NET,13.8981073,0.021882324338933
February2018,China Daily Sites,13.8460913,0.0218004260661507
February2018,FINDMYFBID.COM,13.7029656,0.021575077180793
February2018,CSMONITOR.COM,13.67353975,0.0215287466999764
February2018,RASHTRADEEPIKA.COM,13.6488483,0.0214898704482944
February2018,E-PAO.NET,13.6036765,0.0214187482474625
February2018,DOOLNEWS.COM,13.4640407,0.0211988941479819
February2018,MALAYALIVARTHA.COM,13.3887415,0.0210803368882562
February2018,2INSPIRELIFE.NET,13.2332236,0.0208354767029913
February2018,THEWEEK.COM,13.16502409,0.0207280977797061
February2018,MEDIAONETV.IN,13.1497328,0.0207040219138261
February2018,ZIPNET.IN,13.0269825,0.0205107537356979
February2018,BHADAS4MEDIA.COM,12.8171947,0.0201804465519311
February2018,YADTEK.COM,12.5625429,0.0197795017929931
February2018,PALPALINDIA.COM,12.4824849,0.019653451886764
February2018,NETIAP.COM,12.4333816,0.019576139608659
February2018,NewsState,12.257964498,0.0192999484815002
February2018,SURYAA.COM,12.248870665,0.0192856304021464
February2018,MANITHAN.COM,12.0074964,0.0189055908874276
February2018,EASTCOASTDAILY.COM,11.951921,0.0188180884022463
February2018,EESANJE.COM,11.9463162,0.0188092637436934
February2018,Military Advantage,11.940740004,0.0188004841216329
February2018,COLLECTIVE-EVOLUTION.COM,11.921491,0.018770176905
February2018,ANDHRABULLETIN.COM,11.7950653,0.0185711218745228
February2018,INFOELECTIONS.COM,11.7683952,0.0185291302733821
February2018,AZHIMUKHAM.COM,11.7357972,0.0184778052984482
February2018,NBMCW.COM,11.6429315,0.0183315898949046
February2018,EPUNYANAGARI.COM,11.6390931,0.0183255464019362
February2018,NEWSPAPERDIRECT.COM,11.585366095,0.0182409541820179
February2018,TKBSEN.IN,11.4789125,0.0180733448779197
February2018,INDIABLOOMS.COM,11.407423,0.0179607859235196
February2018,CURIOSITY.COM,11.3485332,0.0178680649741098
February2018,NAVHINDTIMES.IN,11.2994343,0.017790759623727
February2018,SOUTHREPORT.COM,11.2352998,0.0176897809868506
February2018,SATTRUMUN.COM,11.0678152,0.0174260794439091
February2018,ECMWEB.COM,10.953426,0.017245975669975
February2018,JPOST.COM,10.9510859,0.0172422912238788
February2018,TIMESOFOMAN.COM,10.6943111,0.0168380038389581
February2018,Global Times Group,10.6398535,0.0167522613101233
February2018,DAINIKSAVERATIMES.COM,10.6147334,0.0167127101565913
February2018,Glacier Media Group,10.6130165,0.016710006927882
February2018,BHOPALSAMACHAR.COM,10.4970912,0.0165274845916436
February2018,DESHBANDHU.CO.IN,10.4450812,0.0164455957657552
February2018,TELUGUGLOBAL.IN,10.4195095,0.0164053335760038
February2018,Newsday News12 amNew York,10.369673876,0.0163268682667023
February2018,SMARTINVESTMENT.IN,10.307723,0.0162293277072253
February2018,THENORTHEASTTODAY.COM,10.2172954,0.016086951049046
February2018,SATYAVIJAYI.COM,10.1949701,0.0160518002587248
February2018,WeatherBug Property,10.1027499,0.015906601183524
February2018,NEWSNOW.IN,10.0459335,0.0158171447657735
February2018,AKILANEWS.COM,9.7691199,0.0153813066443749
February2018,RAJIVDIXITJI.COM,9.244648,0.0145555349062004
February2018,BDNEWS24.COM,8.7899155,0.0138395666209035
February2018,Ogden Newspapers Inc.,8.4854928,0.0133602584594581
February2018,GAMAIL.COM,8.2769416,0.0130318982805383
January2017,Facebook,37127.967825551,45.3933142802615
January2017,YOUTUBE.COM,34456.970838458,42.1277058244897
January2017,The Times Of India Sites,16801.052462349,20.54126577156
January2017,INDIATIMES.COM,14326.50535425,17.5158404343308
January2017,Network 18,14211.924207382,17.3757514848141
January2017,NDTV,9268.861665236,11.3322752424057
January2017,The Indian Express Group,9238.908511073,11.2956539830091
January2017,India Today Group,7514.788773147,9.18771450492605
January2017,INDIANEXPRESS.COM,7255.995422489,8.87130914831572
January2017,STAR India,6857.735325745,8.38438926566202
January2017,HT Media Group,6344.366681325,7.75673562387687
January2017,REDIFF.COM,6092.495457419,7.448793382636
January2017,Hindustan Times,4802.225393961,5.87128623836792
January2017,The Economic Times,4711.080908943,5.75985136876303
January2017,FIRSTPOST.COM,4631.174455883,5.66215631704848
January2017,ONEINDIA.COM Sites,4574.521677336,5.59289162167067
January2017,Jagran Sites,4148.387982751,5.07189298219237
January2017,Bhaskar Group Sites,4071.738740764,4.97818025470866
January2017,The Hindu Group,3816.985378941,4.66671426035315
January2017,NEWS18.COM,3639.042990577,4.44915872925757
January2017,THEHINDU.COM,3377.336416092,4.12919161334576
January2017,Yahoo News,3145.155139295,3.84532265188901
January2017,HINDUSTANTIMES.COM,2960.242510405,3.61924518066753
January2017,Twitter,2870.074658709,3.50900436034459
January2017,Dotdash,2839.891437169,3.4721018164781
January2017,INSTAGRAM.COM,2182.488274298,2.6683490088573
January2017,ABP News Network,2160.151311852,2.64103944100964
January2017,MSN News,2057.425005141,2.51544443006552
January2017,Sify News And Information,1830.338441735,2.23780435587813
January2017,BBC Sites,1768.447626758,2.16213554393257
January2017,BUSINESS-STANDARD.COM,1619.205730744,1.97966974560564
January2017,Forbes Digital,1531.167807282,1.8720330134508
January2017,FORBES.COM,1419.490730288,1.73549463144971
January2017,AMARUJALA.COM,1389.691533899,1.69906160356785
January2017,DNAINDIA.COM,1372.121453816,1.67758011093985
January2017,VICE Media,1336.285932996,1.63376696537201
January2017,Mail Online / Daily Mail,1167.356378442,1.42723068530614
January2017,Ushodaya Enterprises,1158.685502899,1.41662951853995
January2017,India Today,1154.270186536,1.41123127416918
January2017,Patrika Group,1134.765511572,1.38738451140707
January2017,Scoopwhoop Group Sites,1117.651927973,1.3664611395053
January2017,Hearst Newspapers,1036.384308177,1.26710190111279
January2017,Manorama Sites,1030.567841375,1.25999058527712
January2017,LOKSATTA.COM,1029.667858148,1.25889024976557
January2017,Business Insider,992.868893733,1.21389918091077
January2017,The Guardian,985.445673734,1.20482342001889
January2017,DINAMALAR.COM,887.684506418,1.08529887687041
January2017,Wittyfeed Sites,808.939306022,0.989023593331245
January2017,CNN Network,805.034470211,0.984249471569064
January2017,AccuWeather Sites,796.453281475,0.973757957489389
January2017,Telegraph Media Group,773.869784293,0.946146971885581
January2017,SAKSHI.COM,749.724116404,0.916626048571327
January2017,BLOOMBERG.COM,729.245203589,0.891588165272752
January2017,ANDHRAJYOTHY.COM,705.048911691,0.86200534814407
January2017,IN.COM*,679.669067526,0.830975498948471
January2017,HUFFINGTONPOST.IN,675.715143033,0.826141360489979
January2017,DECCANCHRONICLE.COM,608.624142488,0.744114709114233
January2017,BUZZFEED.COM,584.439953757,0.714546689532941
